TPS_Auto_0547,    2.3395,    6.0638, -0.4045,10:53:34.910
TPS_Auto_0548,    2.3300,    6.0621, -0.3698,10:53:35.030
TPS_Auto_0549,    2.3058,    6.0557, -0.3054,10:53:35.230
TPS_Auto_0550,    2.2802,    6.0488, -0.2474,10:53:35.430
TPS_Auto_0551,    2.2505,    6.0426, -0.1930,10:53:35.640
TPS_Auto_0552,    2.2243,    6.0370, -0.1295,10:53:35.840
TPS_Auto_0553,    2.1646,    6.0409,  0.0042,10:53:36.380
TPS_Auto_0554,    2.1469,    6.0408,  0.0161,10:53:36.490
TPS_Auto_0555,    2.1046,    6.0408,  0.0315,10:53:36.690
TPS_Auto_0556,    2.0782,    6.0657,  0.0412,10:53:36.890
TPS_Auto_0557,    2.0787,    6.1205,  0.0460,10:53:37.090
TPS_Auto_0558,    2.0852,    6.1594,  0.0487,10:53:37.210
TPS_Auto_0559,    2.1058,    6.2263,  0.0565,10:53:37.420
TPS_Auto_0560,    2.1240,    6.2719,  0.0593,10:53:37.540
TPS_Auto_0561,    2.1529,    6.3465,  0.0588,10:53:37.740
TPS_Auto_0562,    2.1742,    6.4228,  0.0543,10:53:37.950
TPS_Auto_0563,    2.1887,    6.4992,  0.0467,10:53:38.160
TPS_Auto_0564,    2.1919,    6.5288,  0.0413,10:53:38.270
TPS_Auto_0565,    2.1959,    6.5676,  0.0273,10:53:38.380
TPS_Auto_0566,    2.2115,    6.6246, -0.0055,10:53:38.560
TPS_Auto_0567,    2.2285,    6.6662, -0.0546,10:53:38.760
TPS_Auto_0568,    2.2460,    6.6859, -0.1115,10:53:38.960
TPS_Auto_0569,    2.2616,    6.6827, -0.1689,10:53:39.160
TPS_Auto_0570,    2.2693,    6.6624, -0.2305,10:53:39.370
TPS_Auto_0571,    2.2729,    6.6324, -0.2886,10:53:39.570
TPS_Auto_0572,    2.2750,    6.5946, -0.3343,10:53:39.780
TPS_Auto_0573,    2.2730,    6.5469, -0.3685,10:53:39.980
TPS_Auto_0574,    2.2681,    6.5062, -0.3857,10:53:40.100
TPS_Auto_0575,    2.2621,    6.4732, -0.3882,10:53:40.210
TPS_Auto_0576,    2.2521,    6.4138, -0.3915,10:53:40.330
TPS_Auto_0577,    2.2378,    6.3564, -0.3887,10:53:40.430
TPS_Auto_0578,    2.2186,    6.2709, -0.3859,10:53:40.630
TPS_Auto_0579,    2.2123,    6.2202, -0.3837,10:53:40.760
TPS_Auto_0580,    2.2027,    6.1705, -0.3818,10:53:40.870
TPS_Auto_0581,    2.1878,    6.0907, -0.3816,10:53:41.080
TPS_Auto_0582,    2.1718,    6.0090, -0.3685,10:53:41.280
TPS_Auto_0583,    2.1617,    5.9656, -0.3534,10:53:41.400
TPS_Auto_0584,    2.1501,    5.9022, -0.3040,10:53:41.600
TPS_Auto_0585,    2.1372,    5.8579, -0.2606,10:53:41.810
TPS_Auto_0586,    2.1298,    5.8309, -0.2033,10:53:42.010
TPS_Auto_0587,    2.1210,    5.8127, -0.1335,10:53:42.230
TPS_Auto_0588,    2.1132,    5.8048, -0.0825,10:53:42.390
TPS_Auto_0589,    2.1020,    5.8061, -0.0304,10:53:42.510
TPS_Auto_0590,    2.0824,    5.8153,  0.0343,10:53:42.710
TPS_Auto_0591,    2.0606,    5.8351,  0.0942,10:53:42.910
TPS_Auto_0592,    2.0486,    5.8744,  0.1415,10:53:43.110
TPS_Auto_0593,    2.0545,    5.9257,  0.1662,10:53:43.320
TPS_Auto_0594,    2.0792,    5.9912,  0.1681,10:53:43.520
TPS_Auto_0595,    2.1664,    6.2192,  0.1290,10:53:44.060
TPS_Auto_0596,    2.1878,    6.3108,  0.1009,10:53:44.290
TPS_Auto_0597,    2.1991,    6.3588,  0.0935,10:53:44.400
TPS_Auto_0598,    2.2043,    6.4282,  0.0726,10:53:44.600
TPS_Auto_0599,    2.2083,    6.4533,  0.0673,10:53:44.700
TPS_Auto_0600,    2.2067,    6.4878,  0.0471,10:53:44.810
TPS_Auto_0601,    2.2110,    6.5192,  0.0308,10:53:44.940
TPS_Auto_0602,    2.2169,    6.5658, -0.0098,10:53:45.140
TPS_Auto_0603,    2.2202,    6.5856, -0.0527,10:53:45.260
TPS_Auto_0604,    2.2256,    6.6004, -0.0850,10:53:45.370
TPS_Auto_0605,    2.2333,    6.6040, -0.1500,10:53:45.580
TPS_Auto_0606,    2.2414,    6.5860, -0.2066,10:53:45.790
TPS_Auto_0607,    2.2515,    6.5415, -0.2581,10:53:45.990
TPS_Auto_0608,    2.2637,    6.4707, -0.3051,10:53:46.210
TPS_Auto_0609,    2.2757,    6.3768, -0.3553,10:53:46.400
TPS_Auto_0610,    2.2845,    6.3105, -0.3971,10:53:46.520
TPS_Auto_0611,    2.2909,    6.2126, -0.4528,10:53:46.720
TPS_Auto_0612,    2.2958,    6.1381, -0.5206,10:53:46.920
TPS_Auto_0613,    2.3045,    6.0971, -0.6149,10:53:47.130
TPS_Auto_0614,    2.3248,    6.0876, -0.7377,10:53:47.330
TPS_Auto_0615,    2.3457,    6.0783, -0.8465,10:53:47.460
TPS_Auto_0616,    2.3706,    6.0926, -0.9487,10:53:47.640
TPS_Auto_0617,    2.3681,    6.1188, -1.1080,10:53:48.290
TPS_Auto_0618,    2.3733,    6.1238, -1.1115,10:53:48.470
TPS_Auto_0619,    2.3614,    6.1217, -1.1125,10:55:5.770
TPS_Auto_0620,    2.3614,    6.1216, -1.1128,10:55:5.970
TPS_Auto_0621,    2.3618,    6.1225, -1.1130,10:55:6.180
TPS_Auto_0622,    2.3618,    6.1225, -1.1130,10:55:6.290
TPS_Auto_0623,    2.3618,    6.1225, -1.1130,10:55:6.390
TPS_Auto_0624,    2.3618,    6.1225, -1.1130,10:55:6.500
TPS_Auto_0625,    2.3618,    6.1225, -1.1130,10:55:6.710
TPS_Auto_0626,    2.3618,    6.1225, -1.1130,10:55:6.910
TPS_Auto_0627,    2.3618,    6.1225, -1.1130,10:55:7.110
TPS_Auto_0628,    2.3614,    6.1216, -1.1128,10:55:7.320
TPS_Auto_0629,    2.3618,    6.1225, -1.1130,10:55:7.520
TPS_Auto_0630,    2.3618,    6.1225, -1.1130,10:55:7.720
TPS_Auto_0631,    2.3619,    6.1236, -1.1127,10:55:7.930
TPS_Auto_0632,    2.3621,    6.1353, -1.1136,10:55:8.140
TPS_Auto_0633,    2.3613,    6.1400, -1.1137,10:55:8.250
TPS_Auto_0634,    2.3555,    6.1552, -1.1138,10:55:8.450
TPS_Auto_0635,    2.3553,    6.1628, -1.1083,10:55:8.660
TPS_Auto_0636,    2.3451,    6.1497, -1.0695,10:55:8.860
TPS_Auto_0637,    2.3304,    6.1382, -0.9972,10:55:9.070
TPS_Auto_0638,    2.3249,    6.1318, -0.9557,10:55:9.170
TPS_Auto_0639,    2.3162,    6.1233, -0.8521,10:55:9.370
TPS_Auto_0640,    2.3113,    6.1233, -0.7942,10:55:9.480
TPS_Auto_0641,    2.3070,    6.1227, -0.7339,10:55:9.600
TPS_Auto_0642,    2.3039,    6.1218, -0.6167,10:55:9.800
TPS_Auto_0643,    2.3010,    6.1192, -0.5174,10:55:10.000
TPS_Auto_0644,    2.3036,    6.1105, -0.3915,10:55:10.210
TPS_Auto_0645,    2.3010,    6.1047, -0.3437,10:55:10.330
TPS_Auto_0646,    2.2958,    6.1005, -0.2982,10:55:10.450
TPS_Auto_0647,    2.2652,    6.0861, -0.1990,10:55:10.650
TPS_Auto_0648,    2.2362,    6.0804, -0.1353,10:55:10.860
TPS_Auto_0649,    2.2197,    6.0639, -0.0869,10:55:11.060
TPS_Auto_0650,    2.2365,    6.0626, -0.0328,10:55:11.260
TPS_Auto_0651,    2.2569,    6.0892,  0.0033,10:55:11.460
TPS_Auto_0652,    2.2873,    6.0999,  0.0629,10:55:11.600
TPS_Auto_0653,    2.3092,    6.1170,  0.0944,10:55:11.720
TPS_Auto_0654,    2.3229,    6.1539,  0.1309,10:55:11.920
TPS_Auto_0655,    2.3230,    6.1747,  0.1529,10:55:12.120
TPS_Auto_0656,    2.3227,    6.1769,  0.1570,10:55:12.240
TPS_Auto_0657,    2.3198,    6.1705,  0.1565,10:55:12.350
TPS_Auto_0658,    2.3147,    6.1532,  0.1549,10:55:12.450
TPS_Auto_0659,    2.2833,    6.1061,  0.1608,10:55:12.650
TPS_Auto_0660,    2.2349,    6.0012,  0.1660,10:55:12.900
TPS_Auto_0661,    2.2135,    5.9491,  0.1747,10:55:13.020
TPS_Auto_0662,    2.1819,    5.8458,  0.1705,10:55:13.220
TPS_Auto_0663,    2.1440,    5.7450,  0.1555,10:55:13.420
TPS_Auto_0664,    2.1150,    5.6845,  0.1488,10:55:13.530
TPS_Auto_0665,    2.0638,    5.5753,  0.1075,10:55:13.790
TPS_Auto_0666,    2.0128,    5.4746,  0.0393,10:55:13.910
TPS_Auto_0667,    1.9743,    5.3487, -0.2731,10:55:14.520
TPS_Auto_0668,    1.9940,    5.3694, -0.3263,10:55:14.640
TPS_Auto_0669,    2.0278,    5.4100, -0.4236,10:55:14.850
TPS_Auto_0670,    2.0460,    5.4319, -0.4641,10:55:14.960
TPS_Auto_0671,    2.1012,    5.5143, -0.5211,10:55:15.140
TPS_Auto_0672,    2.1429,    5.5789, -0.5436,10:55:15.260
TPS_Auto_0673,    2.2002,    5.7004, -0.5611,10:55:15.450
TPS_Auto_0674,    2.2334,    5.7899, -0.5713,10:55:15.570
TPS_Auto_0675,    2.2846,    5.9600, -0.5895,10:55:15.810
TPS_Auto_0676,    2.3144,    6.1051, -0.6042,10:55:15.990
TPS_Auto_0677,    2.3222,    6.1972, -0.6092,10:55:16.110
TPS_Auto_0678,    2.3324,    6.2502, -0.6098,10:55:16.230
TPS_Auto_0679,    2.3409,    6.3551, -0.5992,10:55:16.340
TPS_Auto_0680,    2.3389,    6.4317, -0.5766,10:55:16.450
TPS_Auto_0681,    2.3412,    6.5529, -0.5332,10:55:16.660
TPS_Auto_0682,    2.3428,    6.6169, -0.4972,10:55:16.810
TPS_Auto_0683,    2.3387,    6.6923, -0.4273,10:55:16.930
TPS_Auto_0684,    2.3286,    6.7614, -0.3133,10:55:17.150
